11:24:09.200 logback [main] INFO  com.example.server.ServerApplication - Starting ServerApplication on VDICIM50109479C with PID 45940 (H:\sourcecode\opReserve\server\target\classes started by 50109479c in H:\sourcecode\opReserve\server)
11:24:09.249 logback [main] INFO  com.example.server.ServerApplication - No active profile set, falling back to default profiles: default
11:24:09.499 logback [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@4b1d6571: startup date [Mon Oct 08 11:24:09 CST 2018]; root of context hierarchy
11:24:13.587 logback [main] WARN  t.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.example.server]' package. Please check your configuration.
11:24:13.623 logback [main] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.example.server]' package. Please check your configuration.
11:24:13.934 logback [main] WARN  o.s.c.a.ConfigurationClassPostProcessor - Cannot enhance @Configuration bean definition 'mybatisConfigurer' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'.
11:24:15.172 logback [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$941d64f2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:24:16.639 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
11:24:16.728 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:24:16.810 logback [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:24:16.811 logback [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31
11:24:16.843 logback [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jdk1.8.0_05\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files\Java\jdk1.8.0_05\jre\bin;C:\tibco\tibrv\8.3\bin;C:\app\50109479c\product\11.2.0\client_1\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\Citrix\System32\;C:\Program Files\Citrix\ICAService\;C:\Program Files\Citrix\Virtual Desktop Agent\;H:\Program Files\Microsoft VS Code\bin;H:\Program Files (x86)\TortoiseSVN\bin;C:\Program Files\nodejs\;C:\Program Files\EsafeNet\Cobra DocGuard Client;\\b5nasoa10\NAS2oadata02\AppData\BASE\50109479c\AppData\Roaming\npm;.]
11:24:17.336 logback [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:24:17.337 logback [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7838 ms
