17:47:17.543 logback [main] INFO  com.example.server.ServerApplication - Starting ServerApplication on VDICIM50109479C with PID 9100 (H:\sourcecode\opReserve\server\target\classes started by 50109479c in H:\sourcecode\opReserve\server)
17:47:17.565 logback [main] INFO  com.example.server.ServerApplication - No active profile set, falling back to default profiles: default
17:47:17.739 logback [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@1725dc0f: startup date [Mon Aug 27 17:47:17 CST 2018]; root of context hierarchy
17:47:20.579 logback [main] WARN  t.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.example.server]' package. Please check your configuration.
17:47:20.610 logback [main] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.example.server]' package. Please check your configuration.
17:47:20.872 logback [main] WARN  o.s.c.a.ConfigurationClassPostProcessor - Cannot enhance @Configuration bean definition 'mybatisConfigurer' since its singleton instance has been created too early. The typical cause is a non-static @Bean method with a BeanDefinitionRegistryPostProcessor return type: Consider declaring such methods as 'static'.
17:47:21.536 logback [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$3c03540d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:47:22.547 logback [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
17:47:22.593 logback [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
17:47:22.632 logback [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:47:22.633 logback [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31
